Frame;Hour;Day;Region;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders
21;21;0;Bom Fim;13935;6735;7200;150;-50;200
21;21;0;Centro Histórico;29914;26705;3209;-500;-550;50
21;21;0;Cidade Baixa;13682;8366;5316;50;-200;250
21;21;0;Farroupilha;8299;753;7546;350;0;350
21;21;0;Floresta;12139;7569;4570;50;-50;100
21;21;0;Independência;12699;5914;6785;100;0;100
21;21;0;Menino Deus;23221;19359;3862;-250;-350;100
21;21;0;Moinhos de Vento;12161;8381;3780;-150;-200;50
21;21;0;Praia de Belas;7270;1402;5868;100;0;100
21;21;0;Rio Branco;12737;9086;3651;0;-150;150
21;21;0;Santa Cecília;9864;3673;6191;200;-50;250
21;21;0;Santana;18057;13947;4110;-250;-300;50
22;22;0;Azenha;16165;10855;5310;-346;498;-844
22;22;0;Bom Fim;13705;7400;6305;-230;665;-895
22;22;0;Centro Histórico;31167;28451;2716;1253;1746;-493
22;22;0;Cidade Baixa;13801;9431;4370;119;1065;-946
22;22;0;Farroupilha;6950;819;6131;-1349;66;-1415
22;22;0;Floresta;12210;8410;3800;71;841;-770
22;22;0;Independência;12399;6240;6159;-300;326;-626
22;22;0;Menino Deus;23567;20270;3297;346;911;-565
22;22;0;Moinhos de Vento;11765;8694;3071;-396;313;-709
22;22;0;Praia de Belas;6814;1649;5165;-456;247;-703
22;22;0;Rio Branco;13739;10391;3348;1002;1305;-303
22;22;0;Santa Cecília;9646;3814;5832;-218;141;-359
22;22;0;Santana;18561;15271;3290;504;1324;-820
23;23;0;Azenha;13804;13804;0;-2361;2949;-5310
23;23;0;Bom Fim;11593;11593;0;-2112;4193;-6305
23;23;0;Centro Histórico;39154;39154;0;7987;10703;-2716
23;23;0;Cidade Baixa;15379;15379;0;1578;5948;-4370
23;23;0;Farroupilha;961;961;0;-5989;142;-6131
23;23;0;Floresta;11596;11596;0;-614;3186;-3800
23;23;0;Independência;8112;8112;0;-4287;1872;-6159
23;23;0;Menino Deus;31650;31650;0;8083;11380;-3297
23;23;0;Moinhos de Vento;11937;11937;0;172;3243;-3071
23;23;0;Praia de Belas;2281;2281;0;-4533;632;-5165
23;23;0;Rio Branco;17531;17531;0;3792;7140;-3348
23;23;0;Santa Cecília;5768;5768;0;-3878;1954;-5832
23;23;0;Santana;20723;20723;0;2162;5452;-3290
